-1,458,898,65476,8698,65378,200,64966,65334,62441,5463,46


-1,459,927,65471,8671,65368,221,64936,65334,62441,5463,46


-1,460,847,65497,8762,65396,190,64949,65334,62441,5463,46


-1,461,888,65495,8685,65347,175,64998,65334,62441,5463,46


-1,462,907,65470,8671,65332,209,64958,65307,62603,5205,47


-1,463,877,65468,8678,65374,211,64952,65307,62603,5205,47


-1,464,870,65475,8663,65397,175,64951,65307,62603,5205,47


-1,465,905,65479,8718,65365,193,64969,65328,62481,5416,47


-1,466,841,65467,8746,65393,180,64924,65328,62481,5416,47


-1,467,863,65474,8698,65414,165,64928,65328,62481,5416,47


-1,468,897,65480,8728,65398,214,64951,65285,62506,5421,47


-1,469,887,65459,8670,65378,204,64976,65285,62506,5421,47


-1,470,885,65471,8696,65358,189,64980,65285,62506,5421,47


-1,471,876,65480,8729,65395,213,64953,65285,62506,5421,47


-1,472,824,65492,8732,65404,217,64933,65310,62530,5486,47


-1,473,883,65465,8657,65361,195,64933,65310,62530,5486,47


-1,474,853,65493,8745,65384,193,64983,65310,62530,5486,47


-1,475,854,65490,8719,65397,204,64939,65330,62559,5423,47


-1,476,844,65461,8707,65370,167,64972,65330,62559,5423,47


-1,477,890,65448,8654,65363,195,64935,65330,62559,5423,47


-1,478,853,65478,8757,65362,190,64949,65319,62490,5507,47


-1,479,865,65489,8739,65396,187,64952,65319,62490,5507,47


-1,480,843,65484,8712,65386,197,64940,65319,62490,5507,47


-1,481,871,65474,8665,65388,205,64963,65319,62490,5507,47


-1,482,877,65472,8689,65402,193,64960,65326,62494,5468,47


-1,483,857,65461,8708,65383,204,64951,65326,62494,5468,47


-1,484,880,65482,8744,65389,197,64975,65326,62494,5468,47


-1,485,894,65489,8756,65377,197,64952,65296,62485,5411,48


-1,486,858,65499,8727,65382,197,64922,65296,62485,5411,48


-1,487,887,65475,8664,65389,187,64931,65296,62485,5411,48


-1,488,884,65463,8694,65355,188,64963,65296,62485,5411,48


-1,489,898,65467,8643,65359,215,64979,65264,62513,5495,46


-1,490,899,65451,8663,65408,169,64970,65264,62513,5495,46


-1,491,871,65468,8685,65387,191,64949,65264,62513,5495,46


-1,492,866,65474,8779,65367,189,64962,65297,62540,5505,46


-1,493,864,65499,8740,65382,192,64967,65297,62540,5505,46


-1,494,855,65477,8730,65376,212,64943,65297,62540,5505,46


-1,495,885,65484,8700,65340,196,64973,65288,62510,5383,46


-1,496,874,65467,8699,65391,191,64945,65288,62510,5383,46


-1,497,866,65491,8723,65367,202,64924,65288,62510,5383,46


-1,498,853,65489,8734,65379,216,64962,65288,62510,5383,46


-1,499,837,65495,8771,65356,215,64959,65332,62616,5339,47


-1,500,867,65487,8723,65371,187,64969,65332,62616,5339,47


-1,501,907,65474,8685,65357,200,64954,65332,62616,5339,47


-1,502,894,65469,8703,65354,218,64951,65325,62516,5471,47


-1,503,865,65448,8711,65392,201,64949,65325,62516,5471,47


-1,504,856,65470,8707,65355,207,64974,65325,62516,5471,47


-1,505,847,65473,8746,65373,200,64965,65303,62509,5413,47


-1,506,844,65473,8711,65367,182,64979,65303,62509,5413,47


-1,507,871,65478,8679,65366,222,64916,65303,62509,5413,47


-1,508,885,65468,8683,65369,204,64933,65303,62509,5413,47


-1,509,892,65494,8696,65374,194,64994,65284,62515,5451,47


-1,510,887,65459,8698,65358,202,64959,65284,62515,5451,47


