-1,21736,118,11,1440,65373,112,64955,1194,62209,5200,73


-1,21737,131,13,1414,65360,146,64975,1194,62209,5200,73


-1,21738,126,15,1453,65336,111,65016,1211,62118,5296,73


-1,21739,129,4,1431,65388,141,64986,1211,62118,5296,73


-1,21740,111,5,1422,65352,130,64938,1211,62118,5296,73


-1,21741,135,10,1446,65379,106,64950,1197,62118,5290,73


-1,21742,126,5,1410,65376,102,64954,1197,62118,5290,73


-1,21743,137,65535,1404,65348,119,64973,1197,62118,5290,73


-1,21744,140,11,1442,65368,136,64955,1197,62118,5290,73


-1,21745,143,14,1419,65347,136,65012,1226,62253,5104,73


-1,21746,127,65535,1416,65332,149,65001,1226,62253,5104,73


-1,21747,131,12,1425,65362,177,64920,1226,62253,5104,73


-1,21748,115,65533,1418,65346,143,65021,1160,62140,5292,73


-1,21749,132,22,1415,65351,129,64975,1160,62140,5292,73


-1,21750,121,12,1415,65376,141,64950,1160,62140,5292,73


-1,21751,129,65533,1413,65384,131,64993,1136,62096,5290,73


-1,21752,114,16,1431,65397,114,64964,1136,62096,5290,73


-1,21753,133,16,1428,65369,113,64973,1136,62096,5290,73


-1,21754,131,15,1438,65351,125,64948,1136,62096,5290,73


-1,21755,137,5,1416,65349,149,64973,1198,62163,5346,73


-1,21756,126,15,1433,65361,120,65005,1198,62163,5346,73


-1,21757,125,5,1410,65345,154,64938,1198,62163,5346,73


-1,21758,109,20,1413,65404,123,64968,1176,62132,5277,73


-1,21759,123,6,1417,65365,123,64958,1176,62132,5277,73


-1,21760,108,14,1409,65357,151,64946,1176,62132,5277,73


-1,21761,128,15,1422,65365,117,64980,1180,62129,5308,73


-1,21762,140,1,1427,65365,119,64968,1180,62129,5308,73


-1,21763,136,65533,1409,65359,113,64968,1180,62129,5308,73


-1,21764,110,10,1429,65328,126,64964,1180,62129,5308,73


-1,21765,132,1,1407,65371,151,64976,1199,62122,5361,73


-1,21766,115,13,1404,65391,110,64996,1199,62122,5361,73


-1,21767,130,9,1434,65368,115,64975,1199,62122,5361,73


-1,21768,137,17,1420,65387,115,64978,1199,62147,5210,75


-1,21769,126,7,1428,65372,115,64966,1199,62147,5210,75


-1,21770,125,3,1435,65382,126,64942,1199,62147,5210,75


-1,21771,133,8,1434,65364,119,64978,1199,62147,5210,75


-1,21772,123,12,1436,65365,143,64969,1174,62108,5362,75


-1,21773,141,10,1415,65327,116,64982,1174,62108,5362,75


-1,21774,124,6,1414,65338,112,64974,1174,62108,5362,75


-1,21775,115,6,1428,65369,128,64969,1215,62207,5196,75


-1,21776,126,18,1427,65336,140,64977,1215,62207,5196,75


-1,21777,110,27,1438,65401,137,64976,1215,62207,5196,75


-1,21778,133,65535,1419,65393,89,64974,1169,62100,5219,75


-1,21779,133,10,1424,65371,125,64989,1169,62100,5219,75


-1,21780,148,7,1424,65376,111,64992,1169,62100,5219,75


-1,21781,120,65534,1419,65347,151,64970,1169,62100,5219,75


-1,21782,117,8,1423,65340,143,64942,1215,62210,5246,75


-1,21783,115,65535,1412,65341,145,64982,1215,62210,5246,75


-1,21784,140,7,1408,65378,149,64953,1215,62210,5246,75


-1,21785,123,65527,1428,65370,126,64971,1199,62228,5329,74


